2016/11/11
Seattle 76, Eastern Wash. 80
Wyoming 65, Pacific 73
Fresno State 63, CSU Bakersfield 71
Northern Ariz. 71, UNLV 110
Bethune-Cookman 91, San Diego 96
Toccoa Falls 53, Gardner-Webb 103
Long Beach St. 88, Washington 94
Wofford 62, Bradley 70
Hampton 52, Richmond 65
Hawaii-Hilo 55, Hawaii 86
Western New Eng. 54, Boston U. 91
Georgia State 74, NJIT 53
Binghamton 95, Ave Maria 77

2016/11/23
Cleveland State 70, Kentucky 101
Charleston 47, Villanova 63
Wisconsin 56, North Carolina 71
William & Mary 67, Duke 88
Louisville 68, Old Dominion 62
Oregon 79, Connecticut 69
Purdue 96, Auburn 71
Baylor 71, VCU 63
Michigan State 73, St. John's 62
Michigan 46, South Carolina 61
Fairfield 66, Loyola (Md.) 81
Oakland 78, Nevada 82
George Mason 77, Bradley 66
Detroit 70, New Hampshire 86
Miss. Valley St. 55, Liberty 70
Appalachian St. 70, Hartford 61
Md.-East. Shore 65, Colorado State 76
Rider 62, Fordham 73
Madonna 60, Eastern Mich. 97
Tennessee 95, Chaminade 81
Crown 53, Western Illinois 91
Eastern Kentucky 65, Georgia State 82
Ball State 94, Southern Utah 83
La.-Lafayette 82, James Madison 70
Morgan State 75, Brown 81
Citadel 110, Arizona State 127
South Dakota 57, Hofstra 65
Illinois-Chicago 80, Elon 91
St. Bonaventure 89, Pepperdine 63
Utah State 51, Texas Tech 75
Tennessee State 72, Canisius 58
Trinity Baptist 52, Jacksonville 97
Drexel 74, Niagara 93
Samford 55, Cincinnati 70
Binghamton 53, FGCU 69
Jackson State 47, Ohio State 78
Army West Point 88, Columbia 83
Ave Maria 72, FIU 89
Colgate 59, Penn State 72
Princeton 71, Lafayette 55
Ark.-Pine Bluff 43, Siena 66
Tennessee-Martin 66, Duquesne 63
North Texas 53, Rutgers 66
UMBC 66, Navy 78
Longwood 72, St. Francis (Pa.) 87
Coastal Caro. 74, Wake Forest 86
Okla. Baptist 63, Louisiana Tech 79
Houston 72, Vermont 71
Georgetown 70, Oklahoma State 97
Missouri State 66, DePaul 68
Cal Poly 68, Northern Ill. 64
Delaware State 58, Rice 80
Mt. St. Mary's 71, Texas-Arlington 80
Little Rock 91, Cent. Michigan 79
Jarvis Christian 61, Texas A&M-C.C. 84
Utah Valley 88, Denver 85
Southeastern La. 72, UTEP 56
Saint Louis 57, Alabama 62
Troy 67, San Francisco 79
Buffalo 85, Alaska-Anch. 79
Kent State 66, Wofford 59
Wichita State 82, LSU 47
Valparaiso 92, BYU 89
Idaho State 67, NJIT 71

2016/11/24
Santa Clara 61, Arizona 69
Wichita State 52, Louisville 62
Gonzaga 82, Quinnipiac 62
Portland 77, UCLA 99
Illinois 57, West Virginia 89
Baylor 73, Michigan State 58
Indiana State 71, Iowa State 73
Temple 89, Florida State 86
UC Davis 58, Weber State 86
Texas A&M 95, CSUN 73
Norfolk State 58, Bucknell 84
Stanford 53, Miami (Fla.) 67
Montana 81, Mississippi 86
New Mexico 72, Virginia Tech 92
Northern Colo. 81, Sacred Heart 59
Long Beach St. 64, Binghamton 72
St. John's 69, VCU 75
Butler 76, Vanderbilt 66
Seton Hall 76, Florida 81
Dayton 78, Nebraska 80
Iona 64, Drake 53
LSU 66, Old Dominion 60

2016/11/25
Tennessee-Martin 76, Kentucky 111
UNC Asheville 57, Kansas 95
Virginia 74, Iowa 41
Arizona 65, Butler 69
Louisville 63, Baylor 66
Gonzaga 77, Florida 72
Nebraska 71, UCLA 82
Temple 81, West Virginia 77
Iowa State 73, Miami (Fla.) 56
Belmont 73, Rhode Island 82
Wichita State 72, Michigan State 77
Florida State 72, Illinois 61
Iona 76, Weber State 54
Troy 65, Hawaii 63
Savannah State 91, St. Francis (B'klyn) 97
Radford 80, Stetson 66
Hartford 75, Rutgers 77
S. Carolina St. 57, Holy Cross 73
Indiana State 62, Stanford 65
Bryant 66, Northwestern 86
CSU Fullerton 38, Jacksonville St. 61
Elon 85, Northern Ill. 80
Belmont Abbey 54, UNC-Greensboro 90
Grambling 93, UTRGV 101
Ga. Southern 83, Florida A&M 72
Sacred Heart 61, Norfolk State 59
Idaho State 58, Texas Tech 91
Abilene Christian 64, Oklahoma 72
Nicholls State 76, Bethune-Cookman 69
CSUN 89, New Mexico 105
Southeastern La. 59, Colorado State 67
Medaille 56, Hofstra 89
Alaska-Anch. 65, Oakland 71
North Dakota 75, North Florida 76
Illinois-Chicago 84, Cal Poly 71
Alabama State 57, Northern Ariz. 71
Stony Brook 63, Towson 88
Rowan 46, Princeton 108
Lamar 91, Prairie View A&M 83
Mercer 70, East Carolina 66
Bucknell 75, Northern Colo. 63
Texas A&M 68, Virginia Tech 65
Toledo 83, Evansville 79
Drake 58, UC Davis 64
East Tenn. St. 86, Milwaukee 62
Gardner-Webb 59, Georgia 77
Morehead State 63, Pittsburgh 76
Boston College 54, Kansas State 72
SMU 73, USC 78
High Point 74, Clemson 83
Marshall 70, Ohio State 111
Tennessee Tech 57, Ohio 68
Hiwassee 48, Furman 98
CSU Bakersfield 64, Wright State 68
VCU 85, LSU 74
Hampton 48, Robert Morris 62
Idaho 62, Sam Houston St. 69
Akron 84, Air Force 75
Quinnipiac 79, Seton Hall 90
Niagara 71, North Texas 80
Lehigh 87, Mississippi St. 73
Long Beach St. 67, FGCU 68
Florida Col. 63, New Orleans 90
Washington 86, Western Ky. 47
Southern Ill. 45, Minnesota 57
Santa Clara 66, Vanderbilt 76
Middle Tenn. 68, UNCW 63
Ark.-Monticello 82, UMKC 97
Texas State 48, UTSA 63
UC Irvine 63, South Dakota St. 52
Coppin State 37, Grand Canyon 70
Presbyterian 56, Boise State 82
Fresno State 63, Oregon State 58
UC Riverside 67, Utah 85
Richmond 82, Maryland 88
Providence 60, Memphis 51
Nevada 67, Buffalo 62
Old Dominion 63, St. John's 55
Dayton 84, Portland 74
Portland State 62, Loyola Marym't 78
TCU 63, UNLV 59
Wyoming 61, California 71

2016/11/26
Appalachian St. 58, Duke 93
Providence 52, Virginia 63
UNI 42, Xavier 64
Loyola (Md.) 52, Creighton 82
NJIT 68, Purdue 79
South Carolina 64, Syracuse 50
Iona 75, Nevada 73
Savannah State 104, Grambling 110
Stetson 98, Florida A&M 90
Morgan State 58, Bowling Green 90
Canisius 90, Youngstown St. 84
Yale 65, Vermont 67
Harvard 66, Massachusetts 70
Campbell 67, VMI 53
Omaha 77, Eastern Mich. 94
S. Carolina St. 62, Monmouth 86
Miss. Valley St. 54, IPFW 79
St. Francis (B'klyn) 61, UTRGV 71
St. Francis (Pa.) 69, American 62
Central Ark. 63, Western Mich. 80
IUPUI 58, SIUE 61
LIU Brooklyn 82, Mass.-Lowell 78
Cal Poly 66, Elon 72
Colgate 78, Columbia 81
Army West Point 74, Fairfield 75
Manhattan 84, Detroit 81
Penn 68, Navy 70
Maine-P.I. 45, Maine 96
LSU-Alexandria 78, McNeese State 80
CSU Fullerton 67, Alabama State 76
Ga. Southern 65, Radford 64
Lipscomb 68, Cincinnati 91
Chattanooga 88, Kennesaw State 71
Milwaukee 54, UC Irvine 37
Marist 75, Dartmouth 69
N'western St. 60, Missouri 84
Cent. Michigan 89, Green Bay 77
Western Illinois 72, Miami (Ohio) 81
Memphis 100, Iowa 92
Delaware State 66, Montana State 91
Loyola Chicago 77, NC State 79
Liberty 70, William & Mary 79
Drake 69, Alaska-Anch. 74
Rice 87, Incarnate Word 79
Penn State 74, Geo. Washington 68
Jacksonville 66, N.C. A&T 49
Charlotte 57, Davidson 79
Rider 70, Wagner 67
South Alabama 62, Eastern Illinois 72
Illinois-Chicago 81, Northern Ill. 92
North Florida 54, CSU Bakersfield 77
Jacksonville St. 76, Northern Ariz. 63
East Carolina 70, Air Force 63
Cornell 53, Houston 83
Hampton 66, Stony Brook 76
Texas-Arlington 67, Fordham 63
New Mexico St. 56, San Diego 51
South Dakota St. 59, East Tenn. St. 71
James Madison 77, George Mason 80
Utah Valley 114, BYU 101
UNCW 65, Evansville 62
Oakland 79, UC Davis 66
LIFE Pacific 56, Southern Utah 101
Sacramento St. 59, San Francisco 77
North Dakota 79, Wright State 83
Berea 64, Eastern Kentucky 92
Richmond 67, Boston College 54
Western Caro. 58, Jackson State 47
Mt. St. Mary's 47, Michigan 64
N.C. Central 82, Northern Kentucky 74
Chicago State 60, Notre Dame 91
Toccoa Falls 54, Charleston So. 101
Houston Baptist 79, Marquette 101
Robert Morris 67, Towson 66
Mercer 63, Akron 65
Tulane 68, Georgia Tech 82
Seattle 51, UCF 67
Alabama A&M 54, Murray State 91
Western Ky. 61, UNLV 71
Reinhardt 64, Tennessee State 96
Spalding 63, Austin Peay 82
Bethune-Cookman 65, Samford 93
Middle Tenn. 73, Toledo 70
Denver 80, Eastern Wash. 85
Weber State 72, Buffalo 74
Kansas State 68, Maryland 69
TCU 93, Washington 80

2016/11/27
Miss. Valley St. 52, Indiana 85
Iowa State 71, Gonzaga 73
Texas A&M 67, UCLA 74
UAB 63, St. Mary's (Cal.) 76
Prairie View A&M 50, Wisconsin 95
Ark.-Pine Bluff 44, Hawaii 64
Indiana State 77, Quinnipiac 80
Monmouth 80, Holy Cross 77
UC Irvine 66, East Tenn. St. 72
Howard 72, Georgetown 85
Cleveland State 71, Duquesne 78
Montana 67, South Dakota 72
Hartford 78, North Texas 81
Bryn Athyn 51, Delaware 84
Wofford 60, Colorado 75
Alcorn State 58, Colorado State 80
New Hampshire 65, Winthrop 60
Kent State 70, Northeastern 73
New Mexico 57, Dayton 64
North Dakota 57, CSU Bakersfield 55
Lehigh 89, Arkansas State 97
Ball State 73, Valparaiso 79
Denver 72, Sacramento St. 61
Milwaukee 58, South Dakota St. 81
Virginia Tech 66, Nebraska 53
Ferris State 67, Illinois State 81
Toledo 77, UNCW 102
North Dakota St. 50, Missouri State 64
S.C. Upstate 60, Charleston 72
La Salle 89, Drexel 78
North Florida 67, Wright State 75
Miami (Fla.) 56, Florida 65
Md.-East. Shore 53, Louisiana Tech 74
Howard Payne 55, Abilene Christian 71
Texas Southern 73, La.-Lafayette 84
Portland State 91, Pepperdine 85
San Jose State 88, Washington St. 76
Evansville 55, Middle Tenn. 66
Stanford 66, Seton Hall 52
Binghamton 57, FIU 74
Siena 72, Albany 81
Southeastern La. 55, California 67
Nicholls State 106, Samford 103
San Francisco 90, Eastern Wash. 96
UC Santa Barb. 72, USC 96
CSUN 78, Portland 96

2016/11/28
Kentucky 115, Arizona State 69
Butler 68, Utah 59
Boise State 63, Oregon 68
Manhattan 61, West Virginia 108
Appalachian St. 72, Charlotte 80
High Point 62, Morgan State 61
Siena Heights 59, IPFW 107
Dartmouth 80, Longwood 86
N'western St. 59, Mississippi St. 65
Kennesaw State 69, South Florida 71
Boston U. 67, St. Peter's 80
Bryant 90, Brown 91
Allen 60, Campbell 92
Hiwassee 47, Tennessee Tech 80
Minnesota 67, Florida State 75
Presbyterian 83, Citadel 97
Chestnut Hill 76, Coppin State 73
Southeast Mo. St. 75, UMKC 86
Mt. St. Mary's 76, Arkansas 89
N.C. Central 62, Missouri 52
Steph. F. Austin 72, La.-Monroe 77
Tulsa 79, Oral Roberts 65
Jarvis Christian 56, Grambling 102
Wake Forest 58, Northwestern 65
Arizona Christian 73, Montana State 93
SIUE 76, Grand Canyon 64
Southern Ore. 59, Oregon State 84
Savannah State 67, San Diego State 100

2016/11/29
Villanova 82, Penn 57
Long Beach St. 61, Kansas 91
Michigan State 69, Duke 78
North Dakota St. 55, Xavier 85
Buffalo 72, Creighton 93
Syracuse 60, Wisconsin 77
Rhode Island 62, Valparaiso 65
Delaware State 79, St. John's 72
Central Penn 48, Liberty 62
Brevard 50, UNC Asheville 68
Indiana-Kokomo 52, Ball State 92
Mars Hill 76, Wofford 79
N.C. A&T 66, UNC-Greensboro 86
Hampton 48, East Carolina 68
Hofstra 88, Columbia 86
Coker 54, Gardner-Webb 102
Chattanooga 68, Coastal Caro. 52
Davidson 78, Mercer 57
Mass.-Lowell 69, Marist 81
Ave Maria 60, FGCU 120
William & Mary 81, Cent. Michigan 91
Georgia Tech 60, Penn State 67
Princeton 70, VCU 81
Charleston So. 46, Alabama 76
Notre Dame (Ohio) 60, Bowling Green 86
Pittsburgh 73, Maryland 59
Union (N.Y.) 68, Colgate 91
Geo. Washington 77, Harvard 74
Western Illinois 50, American 57
Paul Quinn 79, Southern Univ. 91
Samford 68, Saint Louis 64
Lipscomb 62, Belmont 64
Bradley 87, Eastern Illinois 83
Texas-Arlington 72, Texas 61
McNeese State 68, Texas State 80
Northern Colo. 66, Oklahoma 87
Alabama A&M 45, UAB 75
UTRGV 68, Texas A&M-C.C. 84
Tulane 59, New Orleans 74
Murray State 85, Southern Ill. 89
Jacksonville St. 72, Alabama State 69
S.C. Upstate 83, Auburn 90
Tennessee State 59, Vanderbilt 83
Southern Nazarene 57, Wichita State 87
Little Rock 89, Central Ark. 87
Florida Atlantic 81, Tennessee-Martin 82
Iowa 78, Notre Dame 92
NC State 74, Illinois 88
Houston 65, LSU 84
Lamar 60, Idaho State 77
Pacific 67, Nevada 77
San Jose State 58, Idaho 49

2016/11/30
North Carolina 67, Indiana 76
Ohio State 61, Virginia 63
Sam Houston St. 45, Baylor 79
UC Riverside 56, UCLA 98
St. Mary's (Cal.) 66, Stanford 51
Purdue 64, Louisville 71
Texas Southern 63, Arizona 85
Western Oregon 54, Oregon 93
Coppin State 44, Georgetown 96
New Hampshire 62, Providence 76
Furman 57, Winthrop 58
Lehigh 81, La Salle 89
Wright State 74, Georgia State 81
UNCW 97, Western Mich. 92
Cent. Conn. St. 82, Maine 61
Eastern Mich. 87, Detroit 61
Youngstown St. 75, Robert Morris 74
St. Francis (B'klyn) 71, Brown 81
St. Francis (Pa.) 70, NJIT 83
Temple 78, Saint Joseph's 72
Holy Cross 55, Albany 49
Stetson 45, UCF 81
Grambling 76, Miami (Ohio) 78
Sacred Heart 71, Fordham 70
UMBC 81, Duquesne 72
Boston U. 49, Connecticut 51
VMI 67, Radford 74
Loyola (Md.) 71, Stony Brook 70
IUPUI 63, Illinois State 77
Ohio 88, Marshall 98
Northeastern 77, Cornell 80
James Madison 56, Charlotte 65
Dartmouth 47, Old Dominion 59
Goucher 37, Towson 99
Wagner 55, Massachusetts 62
Northern Kentucky 84, Morehead State 79
Voorhees 85, S. Carolina St. 90
Morehouse 72, Georgia 86
FIU 81, Elon 84
Washington 71, TCU 86
Yale 70, Bryant 79
Kennesaw State 76, Florida A&M 74
Richmond 68, Bucknell 73
Fairleigh D'son 78, Army West Point 97
Mansfield 71, Binghamton 91
Adrian 41, Akron 95
Virginia Tech 73, Michigan 70
Rutgers 61, Miami (Fla.) 73
South Dakota 82, UMKC 84
Incarnate Word 48, Texas Tech 69
Western Ky. 59, Eastern Kentucky 78
Jacksonville 67, Milwaukee 72
George Mason 54, UNI 50
Northern Ill. 52, Indiana State 63
Chicago State 58, Illinois-Chicago 74
Norfolk State 62, Loyola Chicago 75
South Alabama 78, Southern Miss 55
Siena 74, St. Bonaventure 81
Minn.-Crookston 58, South Dakota St. 90
Cleveland State 51, Arkansas State 78
Green Bay 61, Kansas State 80
Houston Baptist 77, Rice 90
Menlo 67, Fresno State 80
Drexel 74, Lafayette 70
Middle Tenn. 77, Mississippi 62
Md.-East. Shore 75, Southeastern La. 85
Wabash 39, Evansville 83
Rogers State 85, Oklahoma State 101
Methodist 59, Coastal Caro. 88
Western Caro. 44, Marquette 90
Drake 75, DePaul 77
LIU Brooklyn 75, Hartford 68
IPFW 103, Austin Peay 99
UNLV 89, Southern Utah 81
Denver 70, Wyoming 82
Colorado State 72, Colorado 58
Abilene Christian 55, New Mexico 64
Louisiana Tech 59, California 68
SMU 62, Boise State 71
Utah State 63, BYU 77
Jackson State 69, Memphis 84
Nebraska 58, Clemson 60
Air Force 70, New Mexico St. 78
Utah Valley 76, Washington St. 83
USC 76, San Diego 55
UC Irvine 58, Santa Clara 55
Pacific Union 46, CSU Bakersfield 79
Alcorn State 65, San Francisco 78
Omaha 83, CSU Fullerton 73
Texas College 45, North Texas 73

2016/12/01
Miss. Valley St. 63, Gonzaga 97
Cincinnati 55, Iowa State 54
Vermont 50, South Carolina 68
Florida 91, North Florida 60
Columbia 71, Seton Hall 95
Lees-McRae 80, East Tenn. St. 85
Oral Roberts 64, Oakland 92
Southern Wesleyan 55, N.C. Central 92
Monmouth 91, Quinnipiac 72
John. & Wales (N.C.) 63, Presbyterian 107
Fairfield 76, Rider 67
Central Ark. 63, Southeast Mo. St. 87
LSU Shreveport 74, N'western St. 88
Tennessee Tech 85, Lipscomb 104
Navy 64, Charleston 70
Okla. Panhandle 44, Texas State 75
South Florida 80, Troy 74
Ga. Southern 94, Savannah State 75
Tennessee-Martin 73, Ark.-Pine Bluff 68
Nicholls State 69, La.-Lafayette 101
Montana State 84, Utah 92
Oregon State 57, Mississippi St. 74
Steph. F. Austin 62, Arkansas 78
Northwest (Wash.) 65, Seattle 82
Sonoma State 51, UC Santa Barb. 75
Sacramento St. 58, Pacific 74
UTSA 47, Cal Poly 59

2016/12/02
SIUE 60, Indiana 83
Colgate 101, Citadel 108
Campbell 73, S.C. Upstate 80
Niagara 66, Marist 72
Canisius 77, Manhattan 76
Delaware State 49, Delaware 64
Grambling 57, Kent State 86
North Dakota St. 85, N.C. A&T 67
Duquesne 64, Pittsburgh 55
Iona 79, St. Peter's 65
CSU Bakersfield 43, SMU 49
St. John's 95, Tulane 75
Alabama 68, Texas 77
Lamar 63, San Francisco 82

2016/12/03
UCLA 97, Kentucky 92
Saint Joseph's 57, Villanova 88
Stanford 74, Kansas 89
Maine 55, Duke 94
West Virginia 66, Virginia 57
Xavier 61, Baylor 76
Gonzaga 69, Arizona 62
Akron 70, Creighton 82
Louisville 79, Grand Canyon 70
Morehead State 56, Purdue 90
Oklahoma 70, Wisconsin 90
Central Ark. 58, Butler 82
Rhode Island 60, Providence 63
North Florida 71, Syracuse 77
Savannah State 59, Oregon 128
Memphis 77, Mississippi 85
Kennesaw State 55, Michigan 82
Pfeiffer 113, UNCW 126
Georgia Tech 58, Tennessee 81
Hartford 87, Sacred Heart 79
Florida Col. 69, Stetson 101
UCF 65, Massachusetts 62
Dartmouth 70, Boston College 88
Brown 75, Cent. Conn. St. 58
Messiah 59, UMBC 98
Robert Morris 58, Lehigh 64
Fordham 52, Harvard 64
UNC Asheville 79, Coastal Caro. 77
Albany 55, Yale 59
Boise State 67, Evansville 72
Winthrop 67, Dayton 83
NJIT 75, Mass.-Lowell 74
Rice 84, Texas Tech 85
IUPUI 73, Ball State 62
Old Dominion 60, Towson 58
La.-Lafayette 92, McNeese State 72
La.-Monroe 52, Chattanooga 79
Omaha 98, Iowa 89
South Florida 67, Geo. Washington 68
Bucknell 73, La Salle 83
South Dakota 61, Nebraska 73
Miami (Ohio) 71, IPFW 87
Illinois 64, VCU 46
Southern Utah 68, Oakland 78
UNI 73, Wyoming 81
Western Ky. 56, Missouri 59
Texas-Arlington 77, North Texas 61
Chicago State 83, Western Illinois 76
Centenary (La.) 59, Steph. F. Austin 90
Fresno State 78, Drake 76
Western Caro. 58, Appalachian St. 53
Bryant 53, Ohio 79
American 54, Howard 71
Penn 62, Temple 70
San Diego State 59, Loyola Chicago 65
Mt. St. Mary's 57, Loyola (Md.) 64
Marshall 80, Eastern Kentucky 89
Tulsa 62, Little Rock 72
Navy 46, Furman 79
Northern N.M. 73, Northern Colo. 97
Buffalo 84, St. Bonaventure 90
San Diego 80, Northern Ariz. 65
Mercer 68, George Mason 79
Southern Univ. 83, Florida A&M 71
Alcorn State 59, California 83
LIU Brooklyn 79, Incarnate Word 90
St. Francis (B'klyn) 56, Army West Point 76
William & Mary 69, Hampton 79
Fairleigh D'son 62, Ohio State 70
Ark.-Pine Bluff 59, Cent. Michigan 82
Boston U. 73, NC State 77
Oral Roberts 76, Michigan State 80
Texas Southern 70, Southern Ill. 74
Prairie View A&M 61, Houston 105
Colgate 71, Campbell 73
N.C. Central 56, East Carolina 69
Tennessee State 72, Lipscomb 71
Wichita State 82, Colorado State 67
Wright State 50, Penn State 72
James Madison 71, Longwood 59
Abilene Christian 85, Charleston So. 82
Wofford 57, Miami (Fla.) 74
Northeastern 75, Stony Brook 77
Northern Kentucky 72, Norfolk State 61
New Orleans 70, Washington St. 54
DePaul 64, Northwestern 80
Tennessee Tech 79, Alabama A&M 74
Oregon State 66, Charlotte 69
Southeastern La. 59, Louisiana Tech 88
Idaho State 76, CSUN 79
Hofstra 88, Florida Atlantic 80
Drexel 78, High Point 72
Fairfield 73, Siena 80
Gardner-Webb 86, VMI 68
Morgan State 58, Rutgers 72
Green Bay 78, Toledo 77
Liberty 65, UNC-Greensboro 72
Holy Cross 53, New Hampshire 56
Binghamton 73, St. Francis (Pa.) 70
LSU Shreveport 59, Sam Houston St. 91
UTRGV 74, Portland State 87
Nevada 91, Bradley 69
BYU 84, USC 91
Arkansas State 54, TCU 77
Oberlin 72, Youngstown St. 87
Austin Peay 62, Arkansas 99
Kansas State 84, Saint Louis 53
Vanderbilt 52, Minnesota 56
New Mexico 74, Illinois State 79
Belmont 85, Pepperdine 77
Detroit 76, Murray State 86
UNLV 73, Arizona State 97
Middle Tenn. 67, South Alabama 55
California Merced 54, Sacramento St. 81
Auburn 74, UAB 70
Indiana State 62, Utah State 61
Missouri State 70, Air Force 83
Pacific 77, CSU Fullerton 78
N'western St. 79, UTEP 67
Milwaukee 69, Montana 75
Long Beach St. 85, New Mexico St. 93
Oklahoma State 70, Maryland 71
Denver 57, Weber State 55
UTSA 71, Utah Valley 75
Texas A&M-C.C. 70, Cal Poly 82
Colorado 76, Portland 63
UC Davis 66, Idaho 68
Santa Clara 40, San Jose State 55
Bethune-Cookman 62, Cleveland State 73
Wake Forest 75, Richmond 67
UMKC 68, South Dakota St. 77
S.C. Upstate 92, Citadel 97

2016/12/04
Radford 50, North Carolina 95
Southeast Mo. St. 55, Indiana 83
FIU 54, South Carolina 70
S.C. Upstate 71, Colgate 65
Elon 74, Georgetown 77
Marist 63, Quinnipiac 77
Marquette 89, Georgia 79
Manhattan 70, St. Peter's 84
Canisius 88, Monmouth 94
Coppin State 43, Clemson 85
Limestone 57, East Tenn. St. 85
FGCU 85, Ga. Southern 82
Boyce 64, Tennessee-Martin 108
Delaware State 60, SMU 74
Campbell 97, Citadel 91
Florida State 67, Geo. Washington 48
Eastern Wash. 93, Seattle 88
Davidson 61, Charleston 76
Jacksonville St. 77, Samford 81
Eastern Illinois 90, Illinois-Chicago 76
Niagara 74, Iona 58
Southern Miss 64, Jackson State 75
Georgia State 60, Mississippi St. 82
N.C. A&T 53, Notre Dame 107
Crowley's Ridge 51, Tennessee Tech 98
Alabama State 65, Troy 83
Bowling Green 56, Cincinnati 85

2016/12/05
Omaha 47, Iowa State 91
CSUN 70, St. John's 76
Lafayette 74, St. Francis (B'klyn) 72
Central Penn 74, Md.-East. Shore 87
Siena 69, Rider 71
Stetson 68, Iowa 95
Piedmont Int'l 63, Coastal Caro. 100
Connecticut 52, Syracuse 50
Alcorn State 65, Louisiana Tech 98
Mars Hill 56, UNC-Greensboro 108
Texas A&M-C.C. 69, Texas A&M 86
Jacksonville 76, Bethune-Cookman 66
Texas-Dallas 49, Texas-Arlington 99
CSU Bakersfield 81, Northern Ariz. 47
Milwaukee 83, Montana State 78
Colo. Christian 60, Wyoming 67
Boise State 80, Loyola Marym't 79
UTRGV 89, Portland 90
Tougaloo 90, Grambling 105

2016/12/06
Villanova 89, La Salle 79
UMKC 62, Kansas 105
Florida 74, Duke 84
East Carolina 53, Virginia 76
Arizona State 64, Purdue 97
UC Irvine 57, Arizona 79
IPFW 72, Notre Dame 87
Greensboro 63, Winthrop 106
Duquesne 60, Robert Morris 64
Florida Atlantic 79, Ohio State 77
St. Bonaventure 81, Hofstra 75
Monmouth 81, Wagner 71
Marshall 85, Chattanooga 96
St. Jos. (Ind.) 59, Dayton 91
Manhattan 82, Morgan State 85
Bryant 74, Navy 76
Charlotte 74, Wake Forest 91
Northeastern 80, Harvard 86
Brown 57, Providence 95
Green Bay 97, Cent. Michigan 107
Furman 61, Liberty 58
LIU Brooklyn 56, N.C. Central 79
Bucknell 75, Fairfield 64
Old Dominion 39, Rhode Island 51
California 62, Princeton 51
UNC Asheville 78, Elon 67
Bradley 63, Ball State 80
Southern Miss 49, Florida State 98
Lehigh 57, Stony Brook 62
Cent. Conn. St. 37, Rutgers 79
Youngstown St. 57, Michigan State 77
Virginia-Wise 56, Wofford 116
Presbyterian 50, Tennessee 90
Mass.-Lowell 82, Sacred Heart 91
Houston 72, Arkansas 84
S. Carolina St. 46, Miami (Fla.) 82
New Hampshire 80, American 70
Belmont 78, Lipscomb 76
Fresno State 81, Marquette 84
High Point 63, Vanderbilt 90
Bowling Green 66, Evansville 69
IUPUI 77, Illinois 85
NJIT 68, Minnesota 74
Miami (Ohio) 55, Missouri 81
Saint Louis 45, Wichita State 75
Prairie View A&M 55, Kansas State 74
Utah Valley 80, Utah 87
Great Falls 51, Utah State 84
Ark.-Fort Smith 69, Colorado State 93
Texas 50, Michigan 53
Lamar 61, DePaul 80
Hawaii 57, Seton Hall 68
San Fran. St. 59, San Francisco 91

2016/12/07
Valparaiso 63, Kentucky 87
Davidson 74, North Carolina 83
Washington 71, Gonzaga 98
Creighton 77, Nebraska 62
Southern Ill. 51, Louisville 74
Xavier 66, Colorado 68
Western Caro. 37, West Virginia 90
Butler 71, Indiana State 72
Idaho State 44, Wisconsin 78
Holy Cross 53, Maine 55
Eastern Illinois 70, Northern Kentucky 80
Hartford 79, Quinnipiac 99
Hampton 63, Gardner-Webb 69
California 57, Seton Hall 60
Marist 66, Albany 78
Toccoa Falls 94, Citadel 144
George Mason 85, Penn State 66
Buffalo 79, Pittsburgh 84
Detroit 65, Toledo 73
Harvard 74, Boston College 66
Georgia Tech 76, VCU 73
UMBC 78, Mt. St. Mary's 70
Dartmouth 58, Vermont 73
Niagara 72, Kent State 100
Loyola (Md.) 53, Towson 70
Binghamton 73, Colgate 64
Air Force 71, Army West Point 79
Eastern Kentucky 80, Jacksonville 76
Iona 90, Fairleigh D'son 73
Western Mich. 62, Cleveland State 85
Coppin State 63, Akron 87
Oglethorpe 41, Mercer 98
Missouri State 79, Southeast Mo. St. 71
Geo. Washington 66, Temple 63
Canisius 87, Boston U. 77
Mt. St. Vincent 51, St. Francis (B'klyn) 69
Loyola (La.) 60, La.-Lafayette 94
Illinois State 68, Tulsa 70
St. Peter's 47, Houston Baptist 62
North Dakota 74, North Dakota St. 56
UTSA 50, Texas Tech 87
Denver 58, Texas A&M 80
Lafayette 52, Penn 81
TCU 59, SMU 74
Texas State 61, UTRGV 72
Oral Roberts 66, Oklahoma 92
Southern Univ. 75, Tulane 84
UAB 84, Steph. F. Austin 73
Wright State 64, Loyola Chicago 77
South Dakota St. 58, UNI 86
Texas Lutheran 71, Incarnate Word 78
Md.-East. Shore 59, Virginia Tech 75
Weber State 66, BYU 77
San Diego State 72, Grand Canyon 76
UTEP 77, New Mexico 78
San Jose State 62, Montana 81
Stetson 80, SIUE 72
Howard 56, Maryland 79
Montana State 57, South Dakota 74
Hawaii 62, Princeton 75
CSU Fullerton 75, San Diego 82
Idaho 48, Washington St. 61
Pepperdine 66, Long Beach St. 75

2016/12/08
Texas-Arlington 65, St. Mary's (Cal.) 51
Iowa State 64, Iowa 78
Fordham 62, St. John's 90
Pacific 48, Massachusetts 72
Ark.-Pine Bluff 52, Little Rock 67
Vanderbilt 48, Middle Tenn. 71
Delaware State 40, North Texas 73
Yale 66, Sacred Heart 52
Nicholls State 63, Florida State 118
Great Falls 76, Eastern Wash. 103
Southern Utah 68, Loyola Marym't 75

2016/12/09
Longwood 58, Creighton 113
