WEEK 1
WEEK 14 
Friday   , December  02, 2016
Colorado 10, Washington 41
Western Mich. 29, Ohio 23
Saturday , December  03, 2016
Alabama 54, Florida 16
Clemson 42, Virginia Tech 35
Wisconsin 31, Penn State 38
Oklahoma State 20, Oklahoma 38
Baylor 21, West Virginia 24
Temple 34, Navy 10
Kansas State 30, TCU 6
Troy 24, Ga. Southern 28
Louisiana Tech 44, Western Ky. 58
New Mexico St. 28, South Alabama 35
La.-Lafayette 30, La.-Monroe 3
Georgia State 12, Idaho 37
Arkansas State 36, Texas State 14
San Diego State 27, Wyoming 24
